lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
2549003YABDXV1PCUJ86,ASIA OIL PALM SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6621,GB,0.6621,0.4894,GB;DE;EUROPE,0.6621;0.1728;0.1542,,,,,0.0,,,,,,,Johor Bahru,1.3976854846715725,0,0,0,1,1,0,0
2549001RA7KGAJ8HI852,AVIAN CAPITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8777,US,0.8777,0.7974,US;DE;EUROPE,0.8777;0.0803;0.0354,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,0
9845009FDB4S47668460,AirAsia RB 1 Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,MIDEAST_AFRICA,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8166,MIDEAST_AFRICA,0.8166,0.7169,MIDEAST_AFRICA;EUROPE;DE,0.8166;0.0997;0.0746,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,0
549300PUUYOKQNKSWS07,Alchemy Capital Inc.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8388,GB,0.8388,0.7544,GB;DE;US,0.8388;0.0844;0.0732,,,,,0.0,,,,,,,George town,1.3976854846715725,0,0,0,1,1,0,0
984500AC0B1E8ADB4164,Alpha Eastsprings,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6036,OFFSHORE,0.6036,0.2076,OFFSHORE;US;GB,0.6036;0.396;0.0003,,,,,0.0,,,,,,,Jalan Ranca-Ranca,1.3976854846715725,0,0,0,0,1,0,1
254900OPFG2O72PWSN02,Arkiskape Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9874,GB,0.9874,0.9783,GB;US;DE,0.9874;0.0091;0.0032,,,,,0.0,,,,,,,Kuching,1.3976854846715725,0,0,0,1,1,0,0
254900FCUQYJICJXKD23,Ascrolite Design Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5631,DE,0.5631,0.1665,DE;US;OFFSHORE,0.5631;0.3966;0.0359,,,,,0.0,,,,,,,Bukit Mertajam,1.3976854846715725,0,0,0,1,1,0,0
984500B9D983CBEBJ414,Asia Digital Bank Ltd. (Labuan Investment Bank),0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,ASIA_OTHER,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9978,ASIA_OTHER,0.9978,0.9965,ASIA_OTHER;GB;EUROPE,0.9978;0.0013;0.0007,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
98450045CEC145J9E557,Asia Pacific Investment Bank Ltd.,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8496,GB,0.8496,0.7332,GB;EUROPE;DE,0.8496;0.1164;0.0163,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
529900LEXOLAYSGGNM62,Associated Pan Malaysia Cement Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5277,US,0.5277,0.0579,US;DE;SG,0.5277;0.4698;0.0019,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
894500SX00MV8RYWS248,Avex Investment Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6086,GB,0.6086,0.3153,GB;US;DE,0.6086;0.2932;0.0962,,,,,0.0,,,,,,,Federal Territory of Labuan,1.3976854846715725,0,0,0,0,1,0,1
549300XHR4M6CDZS9M83,B.B. ENERGY MALAYSIA LTD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9249,DE,0.9249,0.8589,DE;US;GB,0.9249;0.0661;0.0036,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
25490081EBZQOWQOHN08,BAN GUAN HIN REALTY SDN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5223,US,0.5223,0.2764,US;DE;SG,0.5223;0.2459;0.2143,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300BDBZR0N5XWBZ39,BANKING TECHNOLOGIES ASIA MSC SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5443,US,0.5443,0.0969,US;SG;DE,0.5443;0.4474;0.0068,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
25490092FDH2KVUHK569,BATU KAWAN BHD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6686,DE,0.6686,0.4,DE;GB;EUROPE,0.6686;0.2686;0.0183,,,,,0.0,,,,,,,IPOH,1.3976854846715725,0,0,0,1,1,0,0
254900P5KP6ZKORGRR27,BERJAYA TIMES SQUARE SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.422,US,0.422,0.0775,US;DE;EUROPE,0.422;0.3445;0.1978,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
254900DCBRAA3U3T1F03,BGH Enterprise Sdn. Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5302,OFFSHORE,0.5302,0.0667,OFFSHORE;SG;US,0.5302;0.4635;0.0033,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
5493005HFZQUS8Q7H492,BINTULU EDIBLE OILS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9891,US,0.9891,0.9802,US;EUROPE;DE,0.9891;0.0089;0.0008,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
254900M4IKPTRXN85M58,BLISS WORLD INDUSTRIES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9976,DE,0.9976,0.9954,DE;GB;EUROPE,0.9976;0.0022;0.0001,,,,,0.0,,,,,,,Kuala lumpur,1.3976854846715725,0,0,0,1,1,0,0
2549003IT4KCUEWUW132,BMC TRAVEL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9102,SG,0.9102,0.8583,SG;US;GB,0.9102;0.0519;0.0364,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
529900SU7MEJBKVP8851,BMW Credit (Malaysia) Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9891,US,0.9891,0.9822,US;DE;GB,0.9891;0.0069;0.0034,,,,,0.0,,,,,,,Cyberjaya,1.3976854846715725,0,0,0,0,0,0,1
529900I5NUYZFV6FZ323,BMW Lease (Malaysia) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9814,US,0.9814,0.9694,US;DE;GB,0.9814;0.012;0.0058,,,,,0.0,,,,,,,Cyberjaya,1.3976854846715725,0,0,0,0,0,0,1
529900JYJQ8NMWUSIN28,BMW Malaysia Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.915,US,0.915,0.8375,US;GB;DE,0.915;0.0774;0.0056,,,,,0.0,,,,,,,Cyberjaya,1.3976854846715725,0,0,0,0,0,0,1
549300N6ZH71JF10GU66,BNP PARIBAS CAPITAL (MALAYSIA) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.841,US,0.841,0.6845,US;DE;GB,0.841;0.1565;0.0022,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
549300TB7X8DB7ZW0Z58,BORNEO INTERNATIONAL LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7441,US,0.7441,0.565,US;DE;OTHER,0.7441;0.179;0.049,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
984500A0A99B6F364313,BROCTAGON PRIME MARKETS LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9378,US,0.9378,0.9045,US;DE;GB,0.9378;0.0333;0.0121,,,,,0.0,,,,,,,Labuan Federal Territory,1.3976854846715725,0,0,0,0,1,0,1
984500B54D80E085FC92,BSCAN Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9723,OFFSHORE,0.9723,0.9498,OFFSHORE;GB;DE,0.9723;0.0226;0.0018,,,,,0.0,,,,,,,Federal Territory of Labuan,1.3976854846715725,0,0,0,0,1,0,1
875500SNJ4N3I2T8DF96,BTBR TRADING SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5916,US,0.5916,0.2269,US;DE;GB,0.5916;0.3648;0.0269,,,,,0.0,,,,,,,Johor,1.3976854846715725,0,0,0,1,1,0,0
25490023TFP8QSGRD094,BTC CLOTHIER SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4904,DE,0.4904,0.1132,DE;GB;US,0.4904;0.3772;0.1166,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,1,1,0,0
254900CXCSGW8M52ZU27,BURSA MALAYSIA BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8304,SG,0.8304,0.6732,SG;GB;DE,0.8304;0.1572;0.0097,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900VH5AOK4HHV4I38,BURSA MALAYSIA SECURITIES BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9846,SG,0.9846,0.9725,SG;EUROPE;US,0.9846;0.0121;0.0024,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
213800VMSAYKBHKZ9Y50,BX FINANCIAL GROUP LIMITED,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8301,DE,0.8301,0.679,DE;US;OFFSHORE,0.8301;0.1511;0.0136,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
984500E11F3B38B51D81,Belfrics International Limited,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4605,US,0.4605,0.1712,US;DE;EUROPE,0.4605;0.2893;0.1758,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,0
254900T7E8UE8NVUK397,Berkat Nusantara Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9392,OFFSHORE,0.9392,0.914,OFFSHORE;SG;DE,0.9392;0.0253;0.0188,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
213800J5XGPBKSHZC146,Berkeley Capital Asset Management Ltd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8143,DE,0.8143,0.6324,DE;US;SG,0.8143;0.1819;0.0016,,,,,0.0,,,,,,,Awang Besar,1.3976854846715725,0,0,0,1,1,0,0
549300L8CW3JRFG38N78,Beyond Insights Sdn Bhd,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7667,DE,0.7667,0.5778,DE;US;GB,0.7667;0.1889;0.0255,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,1,1,0,0
984500F6X86GA40B0H50,Blackhem Labuan Ltd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9557,GB,0.9557,0.9303,GB;DE;EUROPE,0.9557;0.0254;0.0098,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,0
254900LG2PSS1GGE9H30,Bormas (Sabah) Sdn. Bhd.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8638,DE,0.8638,0.7524,DE;OFFSHORE;EUROPE,0.8638;0.1114;0.0158,,,,,0.0,,,,,,,KUCHING,1.3976854846715725,0,0,0,1,1,0,0
254900G2JLSQ1NLE2K40,Botannia Algo Trading Strategy I Inc.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8633,US,0.8633,0.7971,US;SG;EUROPE,0.8633;0.0662;0.0253,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,1,0,1
213800NSNUKA1R78PH91,C+ INVESTMENT CORP.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9043,GB,0.9043,0.8472,GB;DE;US,0.9043;0.0571;0.0292,,,,,0.0,,,,,,,LABUAN,1.3976854846715725,0,0,0,0,1,0,1
254900GPZCQFTMEPMH84,CAGAMAS BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9082,OFFSHORE,0.9082,0.8173,OFFSHORE;SG;GB,0.9082;0.091;0.0006,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900366IYLAX5QS523,CAGAMAS MBS BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8998,SG,0.8998,0.802,SG;GB;OFFSHORE,0.8998;0.0978;0.0009,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900OA8JTCHFU2GM15,CAGAMAS SRP BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8998,SG,0.8998,0.802,SG;GB;OFFSHORE,0.8998;0.0978;0.0009,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
5493003SDA6PQJEKHM83,CARLSBERG BREWERY MALAYSIA BERHAD,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5275,DE,0.5275,0.1098,DE;GB;US,0.5275;0.4177;0.0467,,,,,0.0,,,,,,,SHAH ALAM,1.3976854846715725,0,0,0,1,1,0,0
549300W43OLGIISCDP63,CENTRAL SUGARS REFINERY SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.949,US,0.949,0.8992,US;DE;SG,0.949;0.0498;0.0006,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
2549002IE3EPIMEL9669,CFAMILLIE HOLDINGS SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9832,DE,0.9832,0.9734,DE;US;OFFSHORE,0.9832;0.0098;0.0047,,,,,0.0,,,,,,,SEBERANG PERAI,1.3976854846715725,0,0,0,1,1,0,0
254900MXIHC40TT9X511,CGS INTERNATIONAL SECURITIES MALAYSIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9959,SG,0.9959,0.9921,SG;US;DE,0.9959;0.0038;0.0001,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
894500BCXVKBQ6EFSJ88,CHEE MOH LIN,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8643,US,0.8643,0.8101,US;GB;DE,0.8643;0.0542;0.0427,,,,,0.0,,,,,,,BAYAN LEPAS,1.3976854846715725,0,0,0,1,1,0,0
SR3J0ZUTXT7OTFT2VU03,CIMB BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7416,GB,0.7416,0.5627,GB;US;DE,0.7416;0.1788;0.0635,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
5493007YQSE8IPIMF241,CIMB INVESTMENT BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7075,US,0.7075,0.5924,US;DE;SG,0.7075;0.1151;0.0863,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
549300UBZBK422UWGA80,CIMB ISLAMIC BANK BERHAD,0.5391,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8789,DE,0.8789,0.8191,DE;OFFSHORE;SG,0.8789;0.0598;0.0224,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
2549004BTLZ169UF2S54,CIMB SECURITIES SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8057,US,0.8057,0.613,US;DE;OFFSHORE,0.8057;0.1927;0.0011,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
984500F61FCD44B98D62,CIPHER TRADING,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9943,OFFSHORE,0.9943,0.99,OFFSHORE;US;DE,0.9943;0.0043;0.0007,,,,,0.0,,,,,,,PELABUHAN KLANG,1.3976854846715725,0,0,0,1,1,0,0
549300M7LYFJGS8MNO92,CITRINE CAPITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9558,DE,0.9558,0.9327,DE;OFFSHORE;GB,0.9558;0.023;0.0182,,,,,0.0,,,,,,,Puchong,1.3976854846715725,0,0,0,1,1,0,0
549300GRHDHEOV5Z4155,CJ BIO MALAYSIA SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9929,US,0.9929,0.9868,US;DE;SG,0.9929;0.0061;0.0004,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
549300H6DHDI5LUTSK68,CMY CAPITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9102,SG,0.9102,0.8583,SG;US;GB,0.9102;0.0519;0.0364,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900KD06OBV610SF04,CORPORATEVIEW SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6021,GB,0.6021,0.3531,GB;US;DE,0.6021;0.2491;0.1442,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,0,1,0,1
549300T8W9349L4KCL74,CREDIT SUISSE SECURITIES (MALAYSIA) SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9938,US,0.9938,0.9882,US;DE;SG,0.9938;0.0056;0.0003,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
5493005RYNKLK6ETAT28,CROSS LIGHT CAPITAL SDN. BHD.,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5135,SG,0.5135,0.0478,SG;GB;EUROPE,0.5135;0.4657;0.0106,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
2549003YOJ2CS625KU73,Cadbury Confectionery Malaysia Sendirian Berhad,0.5391,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9697,US,0.9697,0.9553,US;GB;DE,0.9697;0.0144;0.0109,,,,,0.0,,,,,,,Shah Alam,1.3976854846715725,0,0,0,1,1,0,0
